Score,Price,Stocks buyed,Wallet,Action
3000.0,1007.2699067022911,1,1992.730093297709,Buy
1992.730093297709,1031.4326413245926,1,961.2974519731163,Buy
3065.1928781058077,1051.9477130663456,1,2013.2451650394619,Sell
4248.443660708761,1117.5992478346493,1,3130.844412874111,Sell
